lev;sys;numbis;text;vw
5;Br 449;451;...............idem (= Geschichte des Holz- und Metallschnitts in der Neuzeit), Oberitalien;
5;Br 453;455;...............idem (= Geschichte des Holz- und Metallschnitts in der Neuzeit), Mittelitalien;
5;Br 457;459;...............idem (= Geschichte des Holz- und Metallschnitts in der Neuzeit), Unteritalien (auch mit Inseln);
5;Br 465;467;...............Geschichte des Holz- und Metallschnitts im 19. und 20. Jh.;
5;Br 469;471;...............idem (= Geschichte des Holz- und Metallschnitts im 19. und 20. Jh.), Oberitalien;
5;Br 473;475;...............idem (= Geschichte des Holz- und Metallschnitts im 19. und 20. Jh.), Mittelitalien;
5;Br 477;479;...............idem (= Geschichte des Holz- und Metallschnitts im 19. und 20. Jh.), Unteritalien (auch mit Inseln);
5;Br 530;580;...............Original- und Faksimileausgaben anonymer Holz- und Metallschnittfolgen, nach Jahrhunderten ;Buchillustration = Br 1600 ff.
4;Br xxx;yyy;............Kupfer- und Stahlstich;
5;Br 600;;...............Technik des Kupfer- und Stahlstichs;
5;Br 605;;...............Technik der Schabkunst = Mezzotinto (auch Aquatinta, wenn eingeschlossen mitbehandelt);
5;Br 625;;...............Anfänge des Kupfer- und Stahlstichs (15. Jh.), Italien gesamt;
5;Br 629;631;...............idem (= Anfänge des Kupfer- und Stahlstichs (15. Jh.)), Oberitalien;
5;Br 633;635;...............idem (= Anfänge des Kupfer- und Stahlstichs (15. Jh.)), Mittelitalien;
5;Br 637;639;...............idem (= Anfänge des Kupfer- und Stahlstichs (15. Jh.)), Unteritalien (auch mit Inseln);
5;Br 645;647;...............Geschichte des Kupfer- und Stahlstichs in der Neuzeit;
5;Br 649;651;...............idem (= Geschichte des Kupfer- und Stahlstichs in der Neuzeit), Oberitalien;
5;Br 653;655;...............idem (= Geschichte des Kupfer- und Stahlstichs in der Neuzeit), Mittelitalien;
5;Br 657;659;...............idem (= Geschichte des Kupfer- und Stahlstichs in der Neuzeit), Unteritalien (auch mit Inseln);
5;Br 665;667;...............Geschichte des Kupfer- und Stahlstichs im 19. und 20. Jh.;
5;Br 669;671;...............idem (= Geschichte des Kupfer- und Stahlstichs im 19. und 20. Jh.), Oberitalien;
5;Br 673;675;...............idem (= Geschichte des Kupfer- und Stahlstichs im 19. und 20. Jh.), Mittelitalien;
5;Br 677;679;...............idem (= Geschichte des Kupfer- und Stahlstichs im 19. und 20. Jh.), Unteritalien (auch mit Inseln);
5;Br 730;780;...............Original- und Faksimileausgaben anonymer Kupfer- und Stahlstichfolgen, nach Jahrhunderten ;Buchillustration = Br 1600 ff.
4;Br xxx;yyy;............Radierung und Lithographie;
5;Br 800;;...............Technik der Radierung und Lithographie;
5;Br 804;;...............Technik der Radierung;
5;Br 808;;...............Technik der Aquatinta;
5;Br 812;;...............Technik der Lithographie;
5;Br 825;;...............Anfänge der Radierung (16. Jh.), Italien gesamt;
5;Br 829;831;...............idem (= Anfänge der Radierung (16. Jh.)), Oberitalien;
5;Br 833;835;...............idem (= Anfänge der Radierung (16. Jh.)), Mittelitalien;
5;Br 837;839;...............idem (= Anfänge der Radierung (16. Jh.)), Unteritalien (auch mit Inseln);
5;Br 845;;...............Anfänge der Lithographie (19. Jh.), Italien gesamt;
5;Br 849;851;...............idem (= Anfänge der Lithographie (19. Jh.)), Oberitalien;
5;Br 853;855;...............idem (= Anfänge der Lithographie (19. Jh.)), Mittelitalien;
5;Br 857;859;...............idem (= Anfänge der Lithographie (19. Jh.)), Unteritalien (auch mit Inseln);
5;Br 865;;...............Geschichte der Radierung und Lithographie in der Neuzeit;
5;Br 869;871;...............idem (= Geschichte der Radierung und Lithographie in der Neuzeit), Oberitalien;
5;Br 873;875;...............idem (= Geschichte der Radierung und Lithographie in der Neuzeit), Mittelitalien;
5;Br 877;879;...............idem (= Geschichte der Radierung und Lithographie in der Neuzeit), Unteritalien (auch mit Inseln);
5;Br 885;887;...............Geschichte der Radierung und Lithographie im 19. und 20. Jh.;
5;Br 889;891;...............idem (= Geschichte der Radierung und Lithographie im 19. und 20. Jh.), Oberitalien;
5;Br 893;895;...............idem (= Geschichte der Radierung und Lithographie im 19. und 20. Jh.), Mittelitalien;
5;Br 897;899;...............idem (= Geschichte der Radierung und Lithographie im 19. und 20. Jh.), Unteritalien (auch mit Inseln);
5;Br 930;970;...............Original- und Faksimileausgaben anonymer Radierungs- und Lithographienfolgen, nach Jahrhunderten ;Buchillustration = Br 1600 ff.
4;Br xxx;yyy;............sonstige graphische Gattungen;
5;Br 980;;...............Techniken;
5;Br 989;;...............Geschichte;
5;Br 990;;...............Original- und Faksimileausgaben ;Buchillustration = Br 1600 ff.
3;Br xxx;yyy;.........Gebrauchs- und Gelegenheitsgraphik;
4;Br 1010;1015;............allgemein;
4;Br 1020;1025;............Ex Libris;
4;Br 1030;1035;............Flugblatt und Zeitung;
4;Br 1040;1045;............Plakat;
4;Br 1050;1055;............Landkarten;
4;Br 1060;1062;............Scherenschnitt und Schattenriß (Silhouette);
4;Br 1065;1067;............Fumetti (Comic Strips) und Zeichentrickfilm;
4;Br 1070;;............Sonstiges (z.B. Spielkarten);
3;Br xxx;yyy;.........Buchgestaltung und Buchillustration;
4;Br xxx;yyy;............Technik der Buchherstellung;
5;Br 1200;;...............allgemein;
5;Br 1205;;...............Schreibgerät;
5;Br 1210;;...............Druckgerät;
5;Br 1215;;...............Druckverfahren ;moderne Reproduktionsverfahren == Br 1800 ff.
5;Br 1218;;...............Einband;
5;Br 1220;;...............Pergament, Papier etc.;
5;Br 1225;;...............Papier-Wasserzeichen;
4;Br xxx;yyy;............Geschichte des Buches;
5;Br 1300;1302;...............zeitlich durchgehend;
5;Br 1304;;...............Frühchristentum (bis 800);
5;Br 1306;;...............Mittelalter (800-1400);
5;Br 1308;;...............Neuzeit (nach 1400);
5;Br 1310;;...............19. und 20. Jh.;
4;Br xxx;yyy;............Geschichte des Bucheinbandes;
5;Br 1330;1332;...............zeitlich durchgehend;
5;Br 1334;;...............Frühchristentum (bis 800);
5;Br 1336;;...............Mittelalter (800-1400);
5;Br 1338;;...............Neuzeit (nach 1400);
5;Br 1340;;...............19. und 20. Jh.;
4;Br xxx;yyy;............Geschichte der Druckschrift (Lettern-Typen);
5;Br 1350;1352;...............zeitlich durchgehend;
5;Br 1360;1365;...............15. und 16. Jh.;
5;Br 1370;1375;...............17. und 18. Jh.;
5;Br 1380;1385;...............19. und 20. Jh.;
4;Br xxx;yyy;............Geschichte der Buchillustration (allgemein oder vermischte Sachgebiete);
5;Br 1500;1505;...............zeitlich durchgehend (seit Gutenberg);
5;Br 1510;;...............15. und 16. Jh.;
5;Br 1520;;...............17. und 18. Jh.;
5;Br 1530;;...............19. Jh.;
5;Br 1540;;...............19. und 20. Jh.;
5;Br 1550;;...............20. Jh.;
4;Br xxx;yyy;............Sachgebiete der Buchillustration (Original- und Faksimileausgaben sowie Sekundärliteratur);
5;Br 1600;1605;...............Bibeln und Teilausgaben der Bibel;
5;Br 1610;1615;...............religiöse Literatur (theologische Traktate, Predigttexte, hagiographische Texte, Gebetbücher, Andachtsbücher und sonstige religiöse Erbauungsliteratur);
5;Br 1620;1625;"...............geisteswissenschaftliche Literatur (Geographie ohne Reisebeschreibungen; Geschichte, Kulturgeschichte etc.)";
5;Br 1630;1635;...............juristische Literatur;
5;Br 1640;1645;...............medizinische Literatur;
5;Br 1650;1655;...............naturwissenschaftliche Literatur (Zoologie, Botanik etc.);
5;Br 1660;1665;...............technische Literatur (Maschinen, Geräte, Erfindungen etc.);
5;Br 1670;1675;...............schöngeistige Literatur;
5;Br 1680;1685;...............Märchen- und Kinderbücher;
5;Br 1690;1695;...............Zeitschriften-Illustration;
3;Br xxx;yyy;.........Moderne Reproduktionsverfahren (nach 1830);
4;Br xxx;yyy;............Reproduktionstechniken;
5;Br 1800;;...............allgemein;
5;Br 1810;;...............einzelne Kunstdruckverfahren;
5;Br 1820;;...............Photographie ;Künstlerische Photographie = Bb 540
4;Br xxx;yyy;............Geschichte der modernen Reproduktionsverfahren;
5;Br 1830;;...............allgemein;
5;Br 1832;;...............Geschichte der Kunstdruckverfahren;
5;Br 1834;;...............Geschichte der Photographie;
5;Br 1838;;...............Geschichte sonstiger Reproduktionstechniken;
4;Br xxx;yyy;............Bestandskataloge einzelner Hersteller;
5;Br 1850;;...............Kunstphoto- und Kunstdruckkataloge;
5;Br 1870;;...............Kunstphoto-Kataloge;
5;Br 1890;;...............Kunstdruck-Kataloge;
2;Bs ;;......Kunstgewerbe;
3;Bs xxx;yyy;.........Kunstgewerbe (allgemein oder vermischte Gattungen);
4;Bs 20;;............Technik des Kunstgewerbes (allgemein bzw. mehrere Techniken) zeitlich durchgehend;
4;Bs 40;45;............Italien gesamt;
4;Bs 50;;............Oberitalien allgemein;
4;Bs 52;62;............idem (= Oberitalien allgemein), einzelne Landschaften;
4;Bs 70;;............Mittelitalien allgemein;
4;Bs 72;78;............idem (= Mittelitalien allgemein), einzelne Landschaften;
4;Bs 80;;............Unteritalien (auch mit Sizilien) allgemein;
4;Bs 82;90;............idem (= Unteritalien (auch mit Sizilien) allgemein), einzelne Landschaften;
4;Bs 92;;............Inseln (ohne Sizilien) allgemein;
4;Bs 94;98;............einzelne Inseln;
4;Bs xxx;yyy;............Frühchristentum (bis 800);
5;Bs 110;112;...............Handbücher und Einzelfragen;
4;Bs xxx;yyy;............Mittelalter (800-1400);
5;Bs 120;122;...............Italien gesamt;
5;Bs 125;127;...............Oberitalien;
5;Bs 130;132;...............Mittelitalien;
5;Bs 135;137;...............Unteritalien (auch mit Inseln);
4;Bs xxx;yyy;............Neuzeit (nach 1400);
5;Bs 150;152;...............Italien gesamt;
5;Bs 155;157;...............Oberitalien;
5;Bs 160;162;...............Mittelitalien;
5;Bs 165;167;...............Unteritalien (auch mit Inseln);
5;Bs 180;182;...............19. und 20. Jh.;
3;Bs xxx;yyy;.........Schätze, Reliquiare, Insignien und Schmuck allgemein;
4;Bs xxx;yyy;............Schätze (sakral und profan);
4;Bs 210;;............zeitlich durchgehend, Italien gesamt;
4;Bs 215;217;............idem (= zeitlich durchgehend), Oberitalien;
4;Bs 220;222;............idem (= zeitlich durchgehend), Mittelitalien;
4;Bs 225;227;............idem (= zeitlich durchgehend), Unteritalien (auch mit Inseln);
4;Bs 230;;............Frühchristentum, Italien gesamt;
4;Bs 232;;............idem (= Frühchristentum), Oberitalien;
4;Bs 234;;............idem (= Frühchristentum), Mittelitalien;
4;Bs 236;;............idem (= Frühchristentum), Unteritalien (auch mit Inseln);
4;Bs 240;;............Mittelalter, Italien gesamt;
4;Bs 245;247;............idem (= Mittelalter), Oberitalien;
4;Bs 250;252;............idem (= Mittelalter), Mittelitalien;
4;Bs 255;257;............idem (= Mittelalter), Unteritalien (auch mit Inseln);
4;Bs 260;;............Neuzeit, Italien gesamt;
4;Bs 265;267;............idem (= Neuzeit), Oberitalien;
4;Bs 270;272;............idem (= Neuzeit), Mittelitalien;
4;Bs 275;277;............idem (= Neuzeit), Unteritalien (auch mit Inseln);
4;Bs xxx;yyy;............Reliquiare;
5;Bs 300;;...............Herstellungstechniken allgemein;
5;Bs 310;;...............zeitlich durchgehend, Italien gesamt;
5;Bs 315;317;...............idem (= zeitlich durchgehend), Oberitalien;
5;Bs 320;322;...............idem (= zeitlich durchgehend), Mittelitalien;
5;Bs 325;327;...............idem (= zeitlich durchgehend), Unteritalien (auch mit Inseln);
5;Bs 340;;...............Mittelalter, Italien gesamt;
5;Bs 345;347;...............idem (= Mittelalter), Oberitalien;
5;Bs 350;352;...............idem (= Mittelalter), Mittelitalien;
5;Bs 355;357;...............idem (= Mittelalter), Unteritalien (auch mit Inseln);
5;Bs 360;;...............Neuzeit, Italien gesamt;
5;Bs 365;367;...............idem (= Neuzeit), Oberitalien;
5;Bs 370;372;...............idem (= Neuzeit), Mittelitalien;
5;Bs 375;377;...............idem (= Neuzeit), Unteritalien (auch mit Inseln);
4;Bs xxx;yyy;............Insignien (sakral und profan);
5;Bs 400;;...............Herstellungstechniken allgemein;
5;Bs 410;;...............zeitlich durchgehend, Italien gesamt;
5;Bs 415;417;...............idem (= zeitlich durchgehend), Oberitalien;
5;Bs 420;422;...............idem (= zeitlich durchgehend), Mittelitalien;
5;Bs 425;427;...............idem (= zeitlich durchgehend), Unteritalien (auch mit Inseln);
5;Bs 430;;...............Frühchristentum, Italien gesamt;
5;Bs 432;;...............idem (= Frühchristentum), Oberitalien;
5;Bs 434;;...............idem (= Frühchristentum), Mittelitalien;
5;Bs 436;;...............idem (= Frühchristentum), Unteritalien (auch mit Inseln);
5;Bs 440;;...............Mittelalter, Italien gesamt;
5;Bs 445;447;...............idem (= Mittelalter), Oberitalien;
5;Bs 450;452;...............idem (= Mittelalter), Mittelitalien;
5;Bs 455;457;...............idem (= Mittelalter), Unteritalien (auch mit Inseln);
5;Bs 460;;...............Neuzeit, Italien gesamt;
5;Bs 465;467;...............idem (= Neuzeit), Oberitalien;
5;Bs 470;472;...............idem (= Neuzeit), Mittelitalien;
5;Bs 475;477;...............idem (= Neuzeit), Unteritalien (auch mit Inseln);
4;Bs xxx;yyy;............Schmuck allgemein;
5;Bs 500;;...............Herstellungstechniken allgemein;
5;Bs 510;;...............zeitlich durchgehend, Italien gesamt;
5;Bs 515;517;...............idem (= zeitlich durchgehend), Oberitalien;
5;Bs 520;522;...............idem (= zeitlich durchgehend), Mittelitalien;
5;Bs 525;527;...............idem (= zeitlich durchgehend), Unteritalien (auch mit Inseln);
5;Bs 530;;...............Frühchristentum, Italien gesamt;
5;Bs 532;;...............idem (= Frühchristentum), Oberitalien;
5;Bs 534;;...............idem (= Frühchristentum), Mittelitalien;
5;Bs 536;;...............idem (= Frühchristentum), Unteritalien (auch mit Inseln);
5;Bs 540;;...............Mittelalter, Italien gesamt;
5;Bs 545;547;...............idem (= Mittelalter), Oberitalien;
5;Bs 550;552;...............idem (= Mittelalter), Mittelitalien;
5;Bs 555;557;...............idem (= Mittelalter), Unteritalien (auch mit Inseln);
5;Bs 560;;...............Neuzeit, Italien gesamt;
5;Bs 565;567;...............idem (= Neuzeit), Oberitalien;
5;Bs 570;572;...............idem (= Neuzeit), Mittelitalien;
5;Bs 575;577;...............idem (= Neuzeit), Unteritalien (auch mit Inseln);
5;Bs 580;;...............15. und 16. Jh., Italien gesamt;
5;Bs 585;587;...............idem (= 15. und 16. Jh.), Oberitalien;
5;Bs 590;592;...............idem (= 15. und 16. Jh.), Mittelitalien;
5;Bs 595;597;...............idem (= 15. und 16. Jh.), Unteritalien (auch mit Inseln);
5;Bs 600;;...............17. und 18. Jh., Italien gesamt;
5;Bs 605;607;...............idem (= 17. und 18. Jh.), Oberitalien;
5;Bs 610;612;...............idem (= 17. und 18. Jh.), Mittelitalien;
5;Bs 615;617;...............idem (= 17. und 18. Jh.), Unteritalien (auch mit Inseln);
5;Bs 620;;...............19. und 20. Jh., Italien gesamt;
5;Bs 625;627;...............idem (= 19. und 20. Jh.), Oberitalien;
5;Bs 630;632;...............idem (= 19. und 20. Jh.), Mittelitalien;
5;Bs 635;637;...............idem (= 19. und 20. Jh.), Unteritalien (auch mit Inseln);
3;Bs xxx;yyy;.........Wappen, Siegel, Fahnen;
4;Bs xxx;yyy;............Wappen, Siegel, Fahnen (zusammenfassend);
5;Bs 700;;...............Herstellungstechniken allgemein;
5;Bs 710;;...............zeitlich durchgehend, Italien gesamt;
5;Bs 715;717;...............Idem, Oberitalien;
5;Bs 720;722;...............idem (= Idem), Mittelitalien;
5;Bs 725;727;...............idem (= Idem), Unteritalien (auch mit Inseln);
5;Bs 730;;...............Frühchristentum, Italien gesamt;
5;Bs 732;;...............idem (= Frühchristentum), Oberitalien;
5;Bs 734;;...............idem (= Frühchristentum), Mittelitalien;
5;Bs 736;;...............idem (= Frühchristentum), Unteritalien (auch mit Inseln);
5;Bs 740;;...............Mittelalter, Italien gesamt;
5;Bs 745;747;...............idem (= Mittelalter), Oberitalien;
5;Bs 750;752;...............idem (= Mittelalter), Mittelitalien;
5;Bs 755;757;...............idem (= Mittelalter), Unteritalien (auch mit Inseln);
5;Bs 760;;...............Neuzeit, Italien gesamt;
5;Bs 765;767;...............idem (= Neuzeit), Oberitalien;
5;Bs 770;772;...............idem (= Neuzeit), Mittelitalien;
5;Bs 775;777;...............idem (= Neuzeit), Unteritalien (auch mit Inseln);
4;"Bs
 ";;............Wappen: ;"Heraldik - 720 ff.; bei überwiegend kunsthistorisch orientierter Behandlung (als kunstgewerbliches Objekt, als Relief oder gemalte Darstellung) = betreffende Kunstgattung"
4;"Bs
 xxx";yyy;............Siegel;
5;"Bs
 800";;...............Herstellungstechnik;
5;"Bs
 810";;...............zeitlich durchgehend, Italien gesamt;
5;"Bs
 815";817;...............idem (= zeitlich durchgehend), Oberitalien;
5;"Bs
 820";822;...............idem (= zeitlich durchgehend), Mittelitalien;
5;"Bs
 825";827;...............idem (= zeitlich durchgehend), Unteritalien (auch mit Inseln);
5;"Bs
 830";;...............Frühchristentum, Italien gesamt;
5;"Bs
 832";;...............idem (= Frühchristentum), Oberitalien;
